lemma,freq_rank,raw_freq,source_forms,source_count
tara,5517,4973,tara,1
christopher,5518,4973,christopher,1
avenida,5519,5157,avenida|avenidas,2
vivió,5523,4965,vivió,1
hágalo,5524,4964,hágalo,1
bruno,5526,4961,bruno,1
llévate,5527,4960,llévate,1
oculto,5528,6770,oculto|ocultos,2
soo,5530,4957,soo,1
mario,5532,4955,mario,1
vic,5533,4954,vic,1
euro,5534,5388,euros|euro,2
manhattan,5538,4948,manhattan,1
explosivo,5540,8721,explosivos|explosivo|explosiva|explosivas,4
kennedy,5541,4942,kennedy,1
ataúd,5542,4940,ataúd,1
cancelar,5543,12349,cancelar|cancelado|cancelada|cancelaron|cancele|cancelamos|cancelen|cancelados|cancelando|cancelaste|cancelan|canceladas,12
island,5544,4937,island,1
creerme,5548,4932,creerme,1
brooklyn,5549,4931,brooklyn,1
seguida,5550,6861,seguida|seguidas,2
encendido,5552,5435,encendido|encendidos,2
coro,5553,5479,coro|coros,2
urgencia,5554,8027,urgencias|urgencia,2
tales,5555,4926,tales,1
observa,5556,4926,observa,1
manual,5557,5672,manual|manuales,2
privacidad,5558,4923,privacidad,1
pasaré,5560,4921,pasaré,1
recuperación,5561,4918,recuperación,1
semejante,5563,5944,semejante|semejantes,2
sobra,5564,4916,sobra,1
basar,5567,7154,basado|basados|basan|basaba|basar,5
paro,5568,4912,paro,1
dinos,5569,4912,dinos,1
tenerla,5570,4912,tenerla,1
lawrence,5571,4912,lawrence,1
andrea,5572,4910,andrea,1
saluda,5575,4906,saluda,1
dejadme,5576,4904,dejadme,1
comí,5577,4903,comí,1
nido,5578,5571,nido|nidos,2
curtis,5579,4898,curtis,1
plataforma,5580,5578,plataforma|plataformas,2
benny,5581,4893,benny,1
booth,5582,4889,booth,1
pam,5583,4889,pam,1
afortunadamente,5584,4888,afortunadamente,1
pagué,5586,4887,pagué,1
objeción,5587,4885,objeción,1
clan,5589,5563,clan|clanes,2
chance,5590,4884,chance,1
tokio,5591,4881,tokio,1
vital,5593,7804,vital|vitales,2
vanessa,5594,4879,vanessa,1
pañuelo,5596,4877,pañuelo,1
preso,5597,8079,preso|presos,2
durar,5598,11059,durar|dure|duran|durado|durara|duren|duraba|duraron,8
llevarnos,5599,4876,llevarnos,1
esperé,5600,4875,esperé,1
ned,5603,4874,ned,1
prométeme,5605,4872,prométeme,1
franklin,5607,4868,franklin,1
halloween,5608,4868,halloween,1
donald,5609,4868,donald,1
aguarda,5610,4867,aguarda,1
causó,5611,4867,causó,1
darás,5612,4867,darás,1
niebla,5613,4865,niebla,1
psicópata,5614,4865,psicópata,1
rodear,5615,13629,rodeado|rodeada|rodeados|rodean|rodeando|rodear|rodeaba|rodearon|rodeen|rodeaban,10
invitar,5616,15015,invitar|invitaste|invitaron|invitamos|invite|invitan|invitando|invitara|invitaba|inviten|invitaremos|invitaras,12
cal,5617,4861,cal,1
escucharlo,5618,4859,escucharlo,1
culpo,5619,4856,culpo,1
vamonos,5620,4856,vamonos,1
goma,5622,5252,goma|gomas,2
talla,5623,4854,talla,1
oración,5624,4852,oración,1
turner,5625,4851,turner,1
acércate,5626,4851,acércate,1
cómplice,5629,4849,cómplice,1
preocupas,5632,4842,preocupas,1
saldré,5633,4842,saldré,1
licor,5634,5711,licor|licores,2
ídolo,5637,4840,ídolo,1
sindicato,5638,5891,sindicato|sindicatos,2
fallar,5639,15596,fallado|fallar|fallaste|fallando|fallan|fallaron|fallamos|falle|fallara|fallen|fallaba,11
crane,5640,4837,crane,1
usé,5641,4836,usé,1
simpson,5642,4835,simpson,1
globo,5643,7617,globo|globos,2
audición,5645,4833,audición,1
almohada,5647,6366,almohada|almohadas,2
oido,5648,4825,oido,1
rehabilitación,5649,4825,rehabilitación,1
increible,5650,4825,increible,1
galaxia,5651,7147,galaxia|galaxias,2
long,5652,4822,long,1
curar,5653,11836,curar|curado|cure|curada|curando|curan|curen|curados|curaste|curaron|curamos,11
elefante,5654,7205,elefante|elefantes,2
robé,5655,4818,robé,1
guardián,5656,4818,guardián,1
fuéramos,5658,4816,fuéramos,1
tejido,5659,6258,tejido|tejidos,2
muñecas,5660,4813,muñecas,1
llamaría,5661,4813,llamaría,1
anderson,5662,4812,anderson,1
vagina,5664,5661,vagina|vaginas,2
samantha,5665,4808,samantha,1
tabla,5667,6941,tabla|tablas,2
escudo,5669,8207,escudo|escudos,2
denise,5671,4800,denise,1
bañera,5672,4795,bañera,1
pop,5673,5552,pop|pops,2
ayudarlos,5674,4794,ayudarlos,1
blue,5676,4793,blue,1
interrogatorio,5677,6312,interrogatorio|interrogatorios,2
rapido,5678,4788,rapido,1
angel,5681,4786,angel,1
woo,5683,4782,woo,1
brasil,5684,4782,brasil,1
freddie,5685,4780,freddie,1
asistencia,5686,4779,asistencia,1
pagará,5687,4779,pagará,1
novato,5688,7967,novato|novatos|novata|novatas,4
avisar,5689,13832,avisar|avisado|avise|avisaron|avisaste|avisen|avisaremos|avisando|avisamos|avisan|avisara|avisad|avisados,13
hemorragia,5690,5301,hemorragia|hemorragias,2
convenir,5691,5595,conviene|convenga|convenido,3
ajá,5692,4776,ajá,1
perrito,5693,6807,perrito|perritos|perrita,3
créame,5694,4774,créame,1
sabré,5696,4773,sabré,1
caí,5697,4770,caí,1
manejarlo,5698,4765,manejarlo,1
fenómeno,5699,4763,fenómeno,1
coca,5701,4762,coca,1
perseguir,5702,19836,persiguiendo|persigue|perseguir|persiguen|perseguido|perseguidos|perseguimos|persigues|persigo|persiguieron|persiga|perseguida|persigan|perseguiste,14
lotería,5703,4760,lotería,1
acercar,5704,24150,acerques|acerque|acercando|acercan|acercamos|acerquen|acercaba|acercar|acercado|acercara|acercaron|acercaste|acercaban|acercaras|acerquemos|acercaremos,16
certificado,5705,5614,certificado|certificados,2
bigote,5706,5819,bigote|bigotes,2
aca,5707,4756,aca,1
bondad,5708,4756,bondad,1
aterrizar,5709,8972,aterrizar|aterrizado|aterrice|aterrizamos|aterrizando|aterricemos|aterrizaremos|aterrizaron|aterricen,9
misil,5710,7530,misiles|misil,2
despedirme,5713,4751,despedirme,1
connie,5714,4751,connie,1
avance,5715,6545,avance|avances,2
sacarme,5716,4747,sacarme,1
prepárense,5717,4747,prepárense,1
tumor,5718,5514,tumor|tumores,2
herencia,5720,4742,herencia,1
vaquero,5721,8792,vaquero|vaqueros|vaquera,3
trenes,5722,4741,trenes,1
patria,5724,4738,patria,1
ponía,5725,4738,ponía,1
apagado,5727,5255,apagado|apagados,2
rastrear,5728,9257,rastrear|rastreando|rastreado|rastreamos|rastreen|rastrearon|rastree,7
campeonato,5730,5273,campeonato|campeonatos,2
técnico,5731,4733,técnico,1
injusto,5732,6482,injusto|injusta|injustos|injustas,4
activo,5733,7381,activo|activos,2
galería,5735,4728,galería,1
drew,5736,4726,drew,1
vió,5738,4723,vió,1
enseña,5740,4721,enseña,1
editor,5741,6730,editor|editora|editores,3
liberación,5742,4720,liberación,1
quinta,5745,4717,quinta,1
levante,5746,6874,levante|levantes,2
pesa,5747,6560,pesa|pesas,2
lance,5749,5101,lance|lances,2
pondría,5750,4711,pondría,1
resistir,5751,12497,resistir|resiste|resista|resistas|resistiendo|resisten|resistido|resistes|resisto|resistan|resistimos,11
arriesgar,5755,13638,arriesgado|arriesgar|arriesgando|arriesgamos|arriesgada|arriesgaste|arriesgue|arriesgan|arriesgues|arriesgaremos|arriesgaron,11
duke,5757,4707,duke,1
agalla,5758,4707,agallas,1
verlas,5759,4706,verlas,1
sentirlo,5760,4706,sentirlo,1
cindy,5762,4706,cindy,1
volumen,5764,4705,volumen,1
hunter,5765,4705,hunter,1
huyó,5767,4704,huyó,1
edición,5768,4704,edición,1
debate,5771,5458,debate|debates,2
necesitará,5773,4702,necesitará,1
compraré,5774,4702,compraré,1
poeta,5776,6000,poeta|poetas,2
cortes,5777,4696,cortes,1
doña,5778,4695,doña,1
manta,5779,6646,manta|mantas,2
competir,5780,6970,competir|compitiendo|compiten|compite|competimos,5
nazi,5781,8585,nazis|nazi,2
frita,5782,5600,fritas|frita,2
dentista,5783,5154,dentista|dentistas,2
menú,5786,4691,menú,1
may,5787,4689,may,1
necesariamente,5788,4688,necesariamente,1
descubrimiento,5790,5993,descubrimiento|descubrimientos,2
apetito,5792,4920,apetito|apetitos,2
cameron,5793,4681,cameron,1
visual,5796,5516,visual|visuales,2
acostar,5797,20109,acostado|acostaste|acostar|acuesta|acuestas|acuesto|acostando|acostaba|acostamos|acueste|acuestes|acuestan|acostara|acostados|acostaron|acostabas,16
ángulo,5798,4673,ángulo,1
inferior,5799,6090,inferior|inferiores,2
sydney,5800,4671,sydney,1
incapaz,5801,5789,incapaz|incapaces,2
volante,5802,5625,volante|volantes,2
sierra,5803,5040,sierra|sierras,2
sentiría,5806,4665,sentiría,1
abuso,5807,5856,abuso|abusos,2
celebración,5808,4663,celebración,1
humilde,5811,5605,humilde|humildes,2
gene,5813,4659,gene,1
suicidó,5814,4659,suicidó,1
disposición,5815,4658,disposición,1
lámpara,5817,4655,lámpara,1
sabrán,5818,4655,sabrán,1
métodos,5819,4654,métodos,1
huéspedes,5821,4651,huéspedes,1
direcciones,5824,4650,direcciones,1
baker,5825,4649,baker,1
determinar,5827,9433,determinar|determinado|determinada|determinados|determinadas|determinan|determine,7
condesa,5828,4647,condesa,1
ópera,5829,4647,ópera,1
joy,5833,4641,joy,1
rory,5835,4639,rory,1
mansión,5836,4636,mansión,1
sentirte,5839,4634,sentirte,1
equilibrio,5841,4634,equilibrio,1
trevor,5842,4633,trevor,1
lograrlo,5843,4632,lograrlo,1
culpar,5844,8159,culpar|culpando|culpan|culpe|culpen|culpaba|culparon|culpamos,8
sacas,5845,4631,sacas,1
crecí,5846,4630,crecí,1
certeza,5847,4629,certeza,1
supervivencia,5850,4624,supervivencia,1
nacer,5851,18752,nacer|naciste|nace|nacen|nazca|nacieron|naciera|nacimos|nacieras|nacemos|naces|naciendo,12
can,5857,4616,can,1
melissa,5859,4616,melissa,1
ias,5860,4613,ias,1
aterrizaje,5861,4612,aterrizaje,1
girar,5862,11970,girar|girando|gire|giran|giren|girado|giraba|giramos,8
aceptarlo,5863,4608,aceptarlo,1
danza,5864,4976,danza|danzas,2
little,5865,4607,little,1
métete,5866,4607,métete,1
hambriento,5867,9369,hambriento|hambrientos|hambrienta|hambrientas,4
ordenar,5869,13914,ordenado|ordenar|ordene|ordenaron|ordenaste|ordenamos|ordenan|ordenados|ordenen,9
confuso,5871,7515,confuso|confusa|confusas|confusos,4
tabaco,5877,4600,tabaco,1
registrar,5878,15609,registrado|registrar|registrada|registrando|registrados|registraron|registramos|registren|registran|registradas|registre|registrad|registraste|registraremos,14
balón,5879,4596,balón,1
top,5880,4596,top,1
lente,5882,5926,lentes|lente,2
consejero,5883,7448,consejero|consejera|consejeros,3
sacaré,5886,4592,sacaré,1
coordenada,5887,4590,coordenadas,1
vergonzoso,5888,5282,vergonzoso|vergonzosa,2
significar,5891,14782,significaba|significan|significar|signifique|significara|significaban,6
mensajero,5892,6040,mensajero|mensajeros|mensajera,3
judy,5893,4584,judy,1
test,5894,5218,test|tests,2
cortesía,5895,4584,cortesía,1
campus,5896,4581,campus,1
bingo,5898,4576,bingo,1
impulso,5901,6486,impulso|impulsos,2
pensaría,5902,4572,pensaría,1
chan,5907,4567,chan,1
explicaré,5909,4566,explicaré,1
ajedrez,5912,4562,ajedrez,1
aseguraré,5913,4561,aseguraré,1
crítica,5914,4560,crítica,1
británicos,5916,4559,británicos,1
cordero,5918,5241,cordero|corderos,2
democracia,5919,4555,democracia,1
papeleo,5922,4546,papeleo,1
cubo,5923,5961,cubo|cubos,2
judicial,5924,5074,judicial|judiciales,2
sid,5925,4544,sid,1
masaje,5926,6395,masaje|masajes,2
beca,5927,5356,beca|becas,2
miseria,5929,4871,miseria|miserias,2
conocías,5930,4540,conocías,1
contenido,5931,5087,contenido|contenidos,2
razon,5932,4538,razon,1
sana,5933,4537,sana,1
ritual,5934,6230,ritual|rituales,2
aliado,5935,8280,aliados|aliado|aliada|aliadas,4
orina,5936,4534,orina,1
ofender,5937,13067,ofender|ofendido|ofendas|ofende|ofenda|ofendida|ofenden|ofendes|ofendo,9
hilo,5938,6530,hilo|hilos,2
seattle,5939,4530,seattle,1
quedaría,5942,4526,quedaría,1
enfermería,5943,4526,enfermería,1
matrícula,5945,4526,matrícula,1
jung,5946,4526,jung,1
dejarán,5947,4525,dejarán,1
raya,5949,6238,raya|rayas,2
mascota,5953,7573,mascota|mascotas,2
ascenso,5954,4814,ascenso|ascensos,2
delicado,5956,9342,delicado|delicada|delicados|delicadas,4
revisa,5958,4515,revisa,1
estabamos,5960,4514,estabamos,1
neal,5963,4513,neal,1
empuja,5964,4512,empuja,1
atado,5965,5761,atado|atados,2
telegrama,5966,5183,telegrama|telegramas,2
oir,5967,4509,oir,1
sorprendió,5968,4507,sorprendió,1
christian,5969,4507,christian,1
pegó,5970,4506,pegó,1
salvarte,5971,4505,salvarte,1
soñar,5974,4503,soñar,1
interna,5975,4503,interna,1
avanzar,5976,15455,avanzar|avanzando|avanzado|avancen|avanzados|avanzan|avanzamos|avancemos|avanzaba|avanzad|avanzaremos,11
guy,5977,4499,guy,1
mercancía,5978,4499,mercancía,1
localizar,5979,9185,localizar|localizado|localizamos|localizada|localice|localizando|localizados|localizaron,8
choque,5980,5059,choque|choques,2
águila,5983,4493,águila,1
rebelde,5984,8372,rebeldes|rebelde,2
apunta,5985,4490,apunta,1
troy,5986,4490,troy,1
líquido,5987,4489,líquido,1
llegaré,5988,4488,llegaré,1
rompí,5989,4488,rompí,1
dispararle,5990,4486,dispararle,1
bailey,5991,4485,bailey,1
carbón,5993,4485,carbón,1
regresé,5994,4484,regresé,1
secuestrar,5995,13242,secuestrado|secuestrada|secuestrar|secuestraron|secuestrados|secuestrando|secuestraste|secuestran|secuestradas|secuestramos,10
sandra,5997,4480,sandra,1
ayúdeme,5998,4480,ayúdeme,1
cocinero,5999,8455,cocinero|cocinera|cocineros,3
quitarme,6000,4479,quitarme,1
katherine,6002,4478,katherine,1
medicación,6003,4477,medicación,1
baños,6004,4474,baños,1
creías,6005,4474,creías,1
ácido,6006,4472,ácido,1
agresión,6007,4472,agresión,1
lex,6008,4472,lex,1
consulta,6009,5203,consulta|consultas,2
nicky,6010,4469,nicky,1
alison,6011,4467,alison,1
jan,6012,4467,jan,1
detenerme,6013,4466,detenerme,1
órganos,6014,4464,órganos,1
zach,6015,4464,zach,1
barro,6017,4462,barro,1
jódete,6018,4462,jódete,1
jazz,6019,4461,jazz,1
amber,6021,4459,amber,1
cleveland,6022,4458,cleveland,1
múltiples,6023,4456,múltiples,1
apártate,6025,4454,apártate,1
cretino,6026,5683,cretino|cretinos|cretina,3
brooke,6027,4452,brooke,1
drake,6031,4450,drake,1
multa,6032,6230,multa|multas,2
kirk,6034,4448,kirk,1
claudia,6036,4446,claudia,1
hacerles,6037,4446,hacerles,1
quirófano,6040,4440,quirófano,1
aéreo,6041,4440,aéreo,1
carmen,6042,4438,carmen,1
misa,6043,4660,misa|misas,2
riqueza,6044,5877,riqueza|riquezas,2
tonelada,6046,6104,toneladas|tonelada,2
criado,6047,11109,criada|criado|criados|criadas,4
ida,6048,4805,ida|idas,2
madison,6049,4430,madison,1
observación,6050,4430,observación,1
deténgase,6051,4430,deténgase,1
asistir,6052,7846,asistir|asistido|asiste|asista|asistiendo|asistida|asisten|asistieron|asistan,9
compañías,6053,4429,compañías,1
mm-hmm,6054,4427,mm-hmm,1
freddy,6055,4425,freddy,1
voluntario,6056,10256,voluntario|voluntarios|voluntaria|voluntarias,4
puñado,6057,4423,puñado,1
profundidad,6058,6230,profundidad|profundidades,2
ligero,6059,9954,ligero|ligera|ligeros|ligeras,4
meg,6062,4421,meg,1
pega,6064,5925,pega|pegas,2
añadir,6066,4417,añadir,1
harrison,6067,4417,harrison,1
músculos,6068,4416,músculos,1
reunirse,6069,4415,reunirse,1
sheila,6070,4412,sheila,1
depresión,6072,4409,depresión,1
afueras,6073,4408,afueras,1
sordo,6075,7499,sordo|sorda|sordos,3
vano,6076,4739,vano|vana,2
brigada,6077,4782,brigada|brigadas,2
pila,6081,6311,pila|pilas,2
bahía,6083,4401,bahía,1
lesbiana,6084,7065,lesbiana|lesbianas,2
ayuntamiento,6085,4397,ayuntamiento,1
acceder,6087,7077,acceder|accedido|accede|accediendo|acceda|accediste|accedieron,7
comprometer,6088,14593,comprometido|comprometida|comprometidos|comprometer|compromete|comprometo|comprometimos|comprometa|comprometidas|comprometiste|comprometes|comprometieron|comprometiendo|comprometen|comprometemos,15
fáciles,6090,4389,fáciles,1
píldoras,6091,4389,píldoras,1
eve,6093,4386,eve,1
ansioso,6096,8209,ansioso|ansiosa|ansiosos|ansiosas,4
mantenerte,6098,4381,mantenerte,1
suplico,6099,4380,suplico,1
with,6100,4380,with,1
escúcheme,6101,4378,escúcheme,1
demo,6102,5509,demos|demo,2
stella,6103,4376,stella,1
olvidarlo,6106,4373,olvidarlo,1
pacífico,6109,4371,pacífico,1
obligación,6110,4370,obligación,1
hablará,6111,4370,hablará,1
comunista,6112,7638,comunista|comunistas,2
espías,6114,4368,espías,1
ohh,6115,4365,ohh,1
arreglaré,6116,4364,arreglaré,1
coincidir,6118,9722,coincide|coinciden|coincidir|coincido|coincidimos|coincida|coincidan,7
asegurarnos,6120,4361,asegurarnos,1
mick,6121,4361,mick,1
espectacular,6122,5068,espectacular|espectaculares,2
filosofía,6123,4360,filosofía,1
contraseña,6125,4357,contraseña,1
pillar,6126,11004,pillado|pillar|pillaron|pillan|pillamos|pille|pillen|pillaste|pillando,9
naomi,6127,4357,naomi,1
supuestamente,6130,4355,supuestamente,1
veredicto,6131,4354,veredicto,1
regresará,6132,4354,regresará,1
jabón,6134,4351,jabón,1
egipto,6135,4350,egipto,1
concentración,6138,4349,concentración,1
dejarnos,6139,4348,dejarnos,1
déjanos,6140,4347,déjanos,1
factura,6141,7792,factura|facturas,2
zack,6142,4347,zack,1
submarino,6144,6093,submarino|submarinos|submarina,3
afecto,6147,4634,afecto|afectos,2
volvía,6149,4340,volvía,1
one,6153,4335,one,1
oírte,6154,4334,oírte,1
cristiano,6155,7924,cristiano|cristianos,2
víctor,6156,4333,víctor,1
invasión,6157,4333,invasión,1
maricón,6158,4332,maricón,1
jon,6160,4332,jon,1
botones,6161,4331,botones,1
habríamos,6162,4330,habríamos,1
solucionar,6164,7443,solucionar|solucionado|solucionaremos|solucione|solucionamos|solucionando,6
dawson,6165,4326,dawson,1
despertó,6166,4326,despertó,1
oriente,6167,4324,oriente,1
especialista,6168,5677,especialista|especialistas,2
imbéciles,6169,4323,imbéciles,1
mantenerse,6170,4321,mantenerse,1
alexander,6171,4320,alexander,1
suizo,6172,6297,suiza|suizo|suizos,3
tapa,6173,4319,tapa,1
alla,6174,4318,alla,1
votación,6175,4317,votación,1
shaw,6176,4316,shaw,1
lloyd,6177,4316,lloyd,1
heredero,6178,6347,heredero|heredera|herederos,3
atravesar,6179,12169,atravesar|atravesando|atraviesa|atravesado|atraviesan|atraviese|atravesamos|atravesaron|atravesaba|atraviesas|atravesaremos|atravieso|atraviesen,13
adams,6180,4315,adams,1
traerá,6182,4311,traerá,1
engañando,6183,4310,engañando,1
arrogante,6187,4908,arrogante|arrogantes,2
moriré,6188,4307,moriré,1
excitante,6189,4723,excitante|excitantes,2
entrenar,6190,14880,entrenar|entrenado|entrenando|entrenados|entrenada|entrenamos|entrenan|entrenaron|entrenaba|entrene|entrenaste,11
maneja,6191,4305,maneja,1
permíteme,6192,4304,permíteme,1
creíste,6193,4304,creíste,1
insecto,6195,6731,insectos|insecto,2
liberado,6196,7006,liberado|liberada|liberados|liberadas,4
irene,6197,4301,irene,1
brillar,6198,15160,brillo|brilla|brillar|brillando|brillan|brille|brillaba|brillaban|brillen|brillas,10
becky,6199,4299,becky,1
romántica,6200,4298,romántica,1
corresponder,6201,6030,corresponde|corresponden|correspondido|corresponda|corresponder,5
ruby,6202,4295,ruby,1
harvard,6203,4295,harvard,1
debías,6204,4294,debías,1
choi,6205,4294,choi,1
rosie,6207,4294,rosie,1
admirar,6208,9905,admiro|admirar|admira|admiraba|admirado|admirando|admiran|admiras|admiramos|admire,10
georgia,6209,4293,georgia,1
costilla,6210,5821,costillas|costilla,2
bernard,6211,4292,bernard,1
valentín,6212,4289,valentín,1
retirado,6214,5073,retirado|retirados,2
concéntrate,6218,4285,concéntrate,1
divertirse,6223,4279,divertirse,1
astuto,6224,6671,astuto|astuta|astutos|astutas,4
hueco,6225,5254,hueco|huecos,2
reed,6228,4273,reed,1
acercarse,6231,4885,acercarse|acercaos,2
oficio,6232,4587,oficio|oficios,2
tejado,6233,4858,tejado|tejados,2
dorado,6235,5442,dorado|dorados,2
marinero,6236,6780,marinero|marineros|marinera,3
torneo,6238,4688,torneo|torneos,2
kit,6239,4474,kit|kits,2
this,6241,4261,this,1
hacha,6242,4685,hacha|hachas,2
palmer,6243,4256,palmer,1
enteró,6246,4253,enteró,1
echaré,6247,4253,echaré,1
destrozar,6248,11960,destrozado|destrozar|destrozada|destrozando|destrozados|destrozaron|destrozaste|destrozadas|destrozan,9
marchó,6249,4251,marchó,1
miranda,6250,4251,miranda,1
burro,6252,5328,burro|burros|burra,3
etiqueta,6253,5944,etiqueta|etiquetas,2
sharon,6254,4242,sharon,1
marcharse,6255,5911,marcharse|marchaos,2
producir,6256,17023,produce|producir|produjo|producido|producen|produciendo|producida|produzca|produjeron|producimos|producidas|producidos|produzco,13
referencia,6258,6924,referencia|referencias,2
polo,6259,4817,polo|polos,2
maldad,6260,4539,maldad|maldades,2
perry,6264,4236,perry,1
costo,6266,5640,costo|costos,2
recorrido,6267,4433,recorrido|recorridos,2
retrasado,6268,6663,retrasado|retrasados|retrasada,3
arnold,6269,4229,arnold,1
convertirme,6271,4228,convertirme,1
núcleo,6272,4228,núcleo,1
bell,6275,4225,bell,1
grabado,6279,4992,grabado|grabados,2
cálmese,6281,4222,cálmese,1
reducir,6282,12854,reducir|reduce|reducido|reducida|redujo|reduciendo|reduzca|reducen|reducidos|redujeron,10
honorable,6284,4870,honorable|honorables,2
bodega,6286,4625,bodega|bodegas,2
traficante,6288,6686,traficante|traficantes,2
amenazó,6289,4216,amenazó,1
renta,6290,4633,renta|rentas,2
posiciones,6292,4214,posiciones,1
tímido,6296,4210,tímido,1
conveniente,6297,4210,conveniente,1
inocencia,6301,4206,inocencia,1
estadio,6303,4557,estadio|estadios,2
marrón,6305,4201,marrón,1
retroceder,6307,12367,retrocede|retroceder|retrocedan|retroceda|retrocediendo|retrocedamos|retroceded|retrocedido,8
individuo,6309,6679,individuo|individuos,2
adicto,6311,7916,adicto|adicta|adictos,3
terapeuta,6313,4563,terapeuta|terapeutas,2
ridícula,6314,4194,ridícula,1
derrota,6316,4691,derrota|derrotas,2
traerlo,6317,4190,traerlo,1
hazte,6318,4190,hazte,1
finn,6319,4189,finn,1
morirás,6320,4189,morirás,1
orilla,6321,5202,orilla|orillas,2
mentar,6322,11384,mientas|miento|mienten|mienta|mientan,5
construyó,6323,4184,construyó,1
chimenea,6325,4793,chimenea|chimeneas,2
febrero,6326,4178,febrero,1
respondió,6327,4177,respondió,1
wallace,6329,4175,wallace,1
doyle,6330,4175,doyle,1
dormí,6336,4173,dormí,1
confidencial,6338,4968,confidencial|confidenciales,2
suite,6339,4510,suite|suites,2
caleb,6340,4170,caleb,1
pirata,6341,8259,piratas|pirata,2
reparar,6342,6219,reparar|reparado|reparando|repare|reparamos,5
dorothy,6343,4170,dorothy,1
rehén,6344,4169,rehén,1
bud,6346,4167,bud,1
cicatriz,6347,4166,cicatriz,1
borrar,6348,6554,borrar|borrada|borrando|borre|borraron|borraste|borradas|borran,8
fundación,6349,4165,fundación,1
robbie,6350,4165,robbie,1
iniciar,6352,7972,iniciar|iniciando|inicie|iniciaron|iniciamos|inicien|iniciaste|inician|iniciaremos,9
reservado,6353,4768,reservado|reservados,2
justamente,6354,4164,justamente,1
ningun,6357,4159,ningun,1
adelantado,6359,4409,adelantado|adelantados,2
blair,6360,4157,blair,1
aah,6361,4156,aah,1
sábanas,6362,4156,sábanas,1
argumento,6363,6076,argumento|argumentos,2
dueños,6364,4154,dueños,1
castle,6365,4154,castle,1
sip,6369,4149,sip,1
esperábamos,6370,4148,esperábamos,1
flash,6371,4465,flash|flashes,2
alec,6372,4147,alec,1
enseño,6373,4145,enseño,1
fox,6374,4145,fox,1
phillip,6375,4144,phillip,1
cruzado,6376,6031,cruzado|cruzados,2
roba,6377,4143,roba,1
creció,6379,4141,creció,1
cobertura,6380,4141,cobertura,1
pillo,6381,4364,pillo|pillos,2
escritura,6382,5738,escritura|escrituras,2
enterar,6383,15246,entere|enterar|enteraste|enteramos|enteran|enteraron|enteren|enterara|enterase|enteraran|enteraba|enteraras,12
billetero,6384,4448,billetera|billeteras,2
hacíamos,6385,4136,hacíamos,1
vapor,6386,4135,vapor,1
cosecha,6387,5166,cosecha|cosechas,2
wyatt,6389,4134,wyatt,1
capturar,6390,12700,capturado|capturar|capturados|capturaron|capturamos|capturada|capturan|capturen|capture|capturando|capturaste,11
cuñado,6391,4133,cuñado,1
damon,6392,4132,damon,1
eeuu,6395,4129,eeuu,1
tranquilidad,6396,4128,tranquilidad,1
gatito,6397,4128,gatito,1
periodo,6398,4604,periodo|periodos,2
ocupo,6399,4126,ocupo,1
traicionar,6400,10677,traicionado|traicionar|traicionaste|traicionando|traicionaron|traicionada|traicione|traicionan|traicionados|traicionara,10
furia,6401,4397,furia|furias,2
tortuga,6404,6112,tortuga|tortugas,2
patty,6405,4125,patty,1
ficción,6408,4123,ficción,1
nikki,6409,4123,nikki,1
fuí,6410,4123,fuí,1
soñado,6412,4122,soñado,1
pis,6413,4122,pis,1
andas,6414,4122,andas,1
oveja,6415,6836,ovejas|oveja,2
granero,6416,4345,granero|graneros,2
quienquiera,6418,4119,quienquiera,1
lógico,6420,4119,lógico,1
disciplina,6421,4119,disciplina,1
retirarse,6424,4407,retirarse|retiraos,2
noah,6425,4115,noah,1
salvador,6426,5015,salvador|salvadora|salvadores,3
privilegio,6427,6090,privilegio|privilegios,2
secuencia,6428,4113,secuencia,1
pensaré,6429,4113,pensaré,1
antiguas,6430,4113,antiguas,1
lydia,6431,4111,lydia,1
semilla,6432,6905,semillas|semilla,2
afganistán,6433,4109,afganistán,1
ponernos,6434,4109,ponernos,1
aprovechar,6435,9504,aprovechar|aprovechando|aproveche|aprovechado|aprovechan|aprovechaste|aprovechen|aprovechamos|aprovechemos|aprovecharon,10
falda,6436,5439,falda|faldas,2
mikey,6437,4108,mikey,1
morris,6438,4107,morris,1
shakespeare,6439,4106,shakespeare,1
tendrían,6440,4106,tendrían,1
acompaño,6441,4105,acompaño,1
escocia,6443,4104,escocia,1
linea,6446,4102,linea,1
circuito,6448,5946,circuito|circuitos,2
richie,6450,4096,richie,1
aprobación,6453,4094,aprobación,1
novedad,6454,6721,novedad|novedades,2
impedir,6455,9224,impedir|impide|impida|impiden|impidiendo|impidieron,6
ego,6456,4432,ego|egos,2
conocerle,6457,4092,conocerle,1
protegido,6459,8078,protegido|protegida|protegidos|protegidas,4
gustaria,6461,4090,gustaria,1
burke,6464,4088,burke,1
usarla,6465,4087,usarla,1
inspiración,6466,4087,inspiración,1
aterrador,6467,5929,aterrador|aterradora|aterradores|aterradoras,4
lindsay,6468,4084,lindsay,1
dolar,6469,5431,dolares|dolar|dolan,3
logré,6470,4084,logré,1
estaciones,6472,4083,estaciones,1
mecánico,6475,4082,mecánico,1
houston,6477,4081,houston,1
polis,6478,4078,polis,1
gripe,6481,4075,gripe,1
ataca,6482,4074,ataca,1
sacarle,6483,4073,sacarle,1
