lemma,freq_rank,raw_freq,source_forms,source_count
darby,18802,917,darby,1
sácanos,18803,917,sácanos,1
trabajábamos,18804,917,trabajábamos,1
wilder,18805,917,wilder,1
consideró,18806,916,consideró,1
temporizador,18807,916,temporizador,1
insinúas,18808,916,insinúas,1
espantapájaros,18809,916,espantapájaros,1
célebre,18810,916,célebre,1
recogerá,18812,916,recogerá,1
pawnee,18814,916,pawnee,1
lahey,18815,916,lahey,1
feminista,18816,1305,feminista|feministas,2
intensivo,18818,1824,intensivos|intensiva|intensivo,3
abría,18819,916,abría,1
dígitos,18820,916,dígitos,1
die,18821,916,die,1
lancé,18822,916,lancé,1
calculo,18823,916,calculo,1
swanson,18825,915,swanson,1
articulo,18826,915,articulo,1
remy,18827,915,remy,1
glasgow,18828,915,glasgow,1
bristol,18829,915,bristol,1
infante,18830,1854,infantes|infante|infanta,3
cochera,18831,915,cochera,1
absorber,18832,3095,absorber|absorbe|absorbido|absorbiendo|absorben|absorbida,6
birmingham,18835,915,birmingham,1
remero,18837,1121,remera|remeras,2
aportar,18838,1149,aportar|aportado,2
calentador,18840,1139,calentador|calentadores,2
derretir,18841,3411,derrite|derretido|derretir|derritiendo|derrita|derretida|derriten,7
votó,18842,914,votó,1
decidiré,18843,914,decidiré,1
casper,18844,914,casper,1
goodman,18845,914,goodman,1
confia,18846,914,confia,1
sarcástico,18847,914,sarcástico,1
asgard,18848,914,asgard,1
kan,18849,914,kan,1
heath,18850,914,heath,1
incontable,18852,914,incontables,1
fúnebre,18854,913,fúnebre,1
earp,18855,913,earp,1
pintada,18856,1507,pintada|pintadas,2
hipocresía,18858,913,hipocresía,1
decadencia,18859,913,decadencia,1
agregado,18862,913,agregado,1
viv,18863,913,viv,1
car,18865,913,car,1
robby,18866,913,robby,1
meghan,18867,913,meghan,1
jodete,18869,912,jodete,1
cubrirá,18871,912,cubrirá,1
chevy,18872,912,chevy,1
saúl,18874,912,saúl,1
alejarnos,18875,912,alejarnos,1
centrarnos,18876,912,centrarnos,1
eureka,18877,912,eureka,1
servirán,18879,912,servirán,1
grillo,18880,1525,grillo|grillos,2
kaylie,18881,912,kaylie,1
ignorarlo,18882,912,ignorarlo,1
romperle,18887,911,romperle,1
acecho,18888,911,acecho,1
mamíferos,18889,911,mamíferos,1
subxpacio,18891,911,subxpacio,1
cárceles,18892,911,cárceles,1
need,18893,911,need,1
apoderarse,18894,911,apoderarse,1
nasal,18896,1551,nasal|nasales,2
extraoficialmente,18898,911,extraoficialmente,1
arrow,18899,911,arrow,1
apurarnos,18900,910,apurarnos,1
ocupó,18901,910,ocupó,1
impermeable,18904,1120,impermeable|impermeables,2
axe,18905,910,axe,1
malcom,18906,910,malcom,1
ladra,18907,910,ladra,1
descontento,18908,1197,descontento|descontentos,2
perrera,18909,910,perrera,1
doquier,18910,909,doquier,1
polen,18911,909,polen,1
alardear,18913,1485,alardear|alardeando,2
keen,18914,909,keen,1
buscarán,18919,909,buscarán,1
custer,18920,909,custer,1
impertinente,18921,909,impertinente,1
bret,18922,909,bret,1
quemo,18924,908,quemo,1
sufrí,18927,908,sufrí,1
intimidar,18929,2072,intimidar|intimidado|intimidada|intimidados,4
usarás,18930,908,usarás,1
largar,18931,4689,largamos|largado|largues|largue|largar|largan|larguen|largaron|largaste|largara,10
lassie,18932,908,lassie,1
olaf,18933,908,olaf,1
nathaniel,18934,908,nathaniel,1
perfiles,18935,908,perfiles,1
zelda,18936,907,zelda,1
milan,18937,907,milan,1
kms,18939,1171,kms,2
mortalidad,18940,907,mortalidad,1
quedarías,18942,907,quedarías,1
escándalos,18943,907,escándalos,1
ingresó,18945,907,ingresó,1
viagra,18947,907,viagra,1
cheng,18948,907,cheng,1
esperarás,18949,907,esperarás,1
combinar,18950,2677,combinar|combinan|combinada|combinadas|combinando|combinamos|combine,7
sociópata,18952,906,sociópata,1
beaumont,18953,906,beaumont,1
ex-noviar,18955,906,ex-novia,1
concebir,18957,2069,concebir|concebido|concebida,3
bean,18958,906,bean,1
desliza,18959,906,desliza,1
satelital,18961,906,satelital,1
épica,18962,906,épica,1
virtualmente,18963,906,virtualmente,1
inquisición,18964,906,inquisición,1
grabé,18966,906,grabé,1
nbc,18968,905,nbc,1
deletrear,18970,905,deletrear,1
smallville,18972,905,smallville,1
tráiganlo,18973,905,tráiganlo,1
bermudas,18975,905,bermudas,1
atraparlos,18978,905,atraparlos,1
radiador,18979,905,radiador,1
notificación,18982,904,notificación,1
desacato,18984,904,desacato,1
incienso,18985,904,incienso,1
recomendado,18987,1184,recomendado|recomendada,2
leeds,18989,904,leeds,1
espontánea,18990,904,espontánea,1
avalancha,18991,904,avalancha,1
arrestarte,18992,904,arrestarte,1
jeque,18993,904,jeque,1
ohhh,18994,904,ohhh,1
elemental,18996,1203,elemental|elementales,2
berger,18998,903,berger,1
kabir,18999,903,kabir,1
óxido,19001,903,óxido,1
dártelo,19003,903,dártelo,1
prepararlo,19004,903,prepararlo,1
pedacito,19005,903,pedacito,1
fastidia,19006,903,fastidia,1
myra,19007,903,myra,1
psicosis,19008,903,psicosis,1
elderman,19009,903,elderman,1
gareth,19010,903,gareth,1
diversidad,19011,902,diversidad,1
meade,19012,902,meade,1
please,19013,902,please,1
marsha,19015,902,marsha,1
pancho,19016,902,pancho,1
hussein,19018,902,hussein,1
major,19019,902,major,1
márchese,19020,902,márchese,1
curarse,19021,902,curarse,1
concesión,19023,902,concesión,1
asegurate,19024,902,asegurate,1
lama,19026,1127,lama|lamas,2
tanaka,19027,902,tanaka,1
didi,19029,901,didi,1
hiro,19030,901,hiro,1
valora,19032,901,valora,1
controlas,19033,901,controlas,1
percibo,19034,901,percibo,1
poe,19035,901,poe,1
indudablemente,19036,901,indudablemente,1
serbio,19037,2222,serbia|serbios|serbio,3
comunica,19038,901,comunica,1
inesperadamente,19039,901,inesperadamente,1
berlin,19041,901,berlin,1
vacio,19042,901,vacio,1
protestante,19045,1717,protestante|protestantes,2
belinda,19048,900,belinda,1
elegiría,19050,900,elegiría,1
violentamente,19051,900,violentamente,1
olvidaría,19052,900,olvidaría,1
pastelería,19055,899,pastelería,1
portaaviones,19056,899,portaaviones,1
campanilla,19058,1273,campanilla|campanillas,2
antonia,19059,899,antonia,1
vin,19060,899,vin,1
apúrese,19061,899,apúrese,1
esquivar,19062,1565,esquivar|esquivando|esquivado,3
pubertad,19067,899,pubertad,1
silbido,19068,1352,silbido|silbidos,2
mujerzuela,19070,1167,mujerzuela|mujerzuelas,2
andén,19071,898,andén,1
bacalao,19072,898,bacalao,1
shay,19073,898,shay,1
porristas,19074,898,porristas,1
empujé,19076,898,empujé,1
willard,19077,898,willard,1
vaina,19078,1274,vaina|vainas,2
pateó,19079,898,pateó,1
judios,19080,898,judios,1
esquizofrenia,19081,898,esquizofrenia,1
davenport,19082,897,davenport,1
incentivo,19084,1316,incentivo|incentivos,2
merrick,19085,897,merrick,1
clip,19087,1282,clip|clips,2
cubano,19088,2280,cubanos|cubano|cubana,3
disparada,19089,1174,disparada|disparadas,2
empezaría,19092,896,empezaría,1
diámetro,19093,896,diámetro,1
ex-novio,19095,896,ex-novio,1
lino,19097,896,lino,1
dusty,19098,896,dusty,1
incendiar,19099,2027,incendiar|incendiado|incendiaron|incendiando,4
ferretería,19101,896,ferretería,1
malibú,19103,896,malibú,1
rumorea,19104,896,rumorea,1
íntimas,19105,895,íntimas,1
hawái,19106,895,hawái,1
guardabosque,19107,1117,guardabosques|guardabosque,2
causará,19108,895,causará,1
vértigo,19110,895,vértigo,1
ámbar,19111,895,ámbar,1
cósmica,19112,895,cósmica,1
próstata,19113,895,próstata,1
turbo,19114,895,turbo,1
disparará,19115,895,disparará,1
escucharlos,19116,895,escucharlos,1
publicista,19117,1086,publicista|publicistas,2
sub,19121,894,sub,1
mister,19122,894,mister,1
acostumbro,19124,894,acostumbro,1
encubrimiento,19126,894,encubrimiento,1
caga,19127,894,caga,1
corresponsal,19128,1133,corresponsal|corresponsales,2
sidra,19130,894,sidra,1
espécimen,19132,894,espécimen,1
toledo,19133,894,toledo,1
monada,19134,893,monada,1
dane,19135,893,dane,1
mad,19137,893,mad,1
irrumpió,19138,893,irrumpió,1
perforar,19139,1755,perforar|perforado|perforando,3
marciano,19140,2124,marciano|marcianos|marciana,3
aprenderé,19141,893,aprenderé,1
cordelia,19142,893,cordelia,1
ámsterdam,19143,893,ámsterdam,1
asesoramiento,19144,893,asesoramiento,1
liberty,19145,893,liberty,1
tempestad,19146,1102,tempestad|tempestades,2
cornell,19147,893,cornell,1
fraser,19149,893,fraser,1
sonoro,19150,1364,sonora|sonoras|sonoro,3
glamour,19151,893,glamour,1
cuidaría,19152,893,cuidaría,1
spiderman,19153,892,spiderman,1
fastidies,19155,892,fastidies,1
olímpico,19156,892,olímpico,1
hiroshi,19159,892,hiroshi,1
tecnologías,19160,892,tecnologías,1
registrador,19162,892,registradora,1
pásala,19163,892,pásala,1
ubicar,19164,2377,ubicar|ubicado|ubicada|ubicados,4
pre,19167,892,pre,1
escapada,19168,1082,escapada|escapadas,2
fértil,19169,892,fértil,1
placentero,19170,1440,placentero|placentera,2
arrecife,19173,1269,arrecife|arrecifes,2
group,19174,891,group,1
felicitarte,19175,891,felicitarte,1
valium,19177,891,valium,1
charlene,19179,891,charlene,1
franny,19181,891,franny,1
lagrimas,19182,891,lagrimas,1
cancelarlo,19183,891,cancelarlo,1
preñada,19184,890,preñada,1
jameson,19185,890,jameson,1
intrusión,19186,890,intrusión,1
querríamos,19187,890,querríamos,1
macbeth,19188,890,macbeth,1
maddox,19189,890,maddox,1
lienzo,19190,1139,lienzo|lienzos,2
funciono,19191,890,funciono,1
cagó,19192,890,cagó,1
ginecólogo,19193,890,ginecólogo,1
recuéstate,19196,889,recuéstate,1
zarpar,19197,1449,zarpar|zarpamos|zarpado,3
iluminar,19198,1726,iluminar|ilumine|iluminan|iluminando,4
atrapo,19201,889,atrapo,1
anjali,19202,889,anjali,1
estira,19203,889,estira,1
influir,19206,1524,influir|influye|influido,3
talibanes,19207,888,talibanes,1
gon,19210,888,gon,1
ipod,19211,888,ipod,1
strippers,19212,888,strippers,1
colonial,19213,1091,colonial|coloniales,2
caminaré,19214,888,caminaré,1
tonight,19215,887,tonight,1
gobierna,19216,887,gobierna,1
exigencia,19218,1193,exigencias|exigencia,2
desván,19219,887,desván,1
darlene,19220,887,darlene,1
vajilla,19221,887,vajilla,1
canario,19222,1318,canario|canarios|canarias,3
altercado,19224,887,altercado,1
tostador,19225,1162,tostadora|tostador,2
candidatura,19226,887,candidatura,1
estela,19227,887,estela,1
richardson,19228,887,richardson,1
estrago,19232,886,estragos,1
pesimista,19234,886,pesimista,1
permaneció,19236,886,permaneció,1
incrementar,19237,1650,incrementar|incrementado|incrementando,3
hermann,19239,886,hermann,1
confort,19240,886,confort,1
pudiésemos,19241,886,pudiésemos,1
válgame,19242,886,válgame,1
encontráramos,19243,886,encontráramos,1
profe,19244,886,profe,1
exhala,19245,886,exhala,1
facer,19246,886,face,1
fundó,19248,886,fundó,1
repararlo,19251,885,repararlo,1
olímpicos,19253,885,olímpicos,1
toleraré,19254,885,toleraré,1
conoceros,19255,885,conoceros,1
ilse,19256,885,ilse,1
alegrías,19257,885,alegrías,1
inválido,19258,885,inválido,1
fíjense,19259,885,fíjense,1
enseñamos,19260,885,enseñamos,1
domo,19261,885,domo,1
sweets,19264,884,sweets,1
verifica,19265,884,verifica,1
centauri,19266,884,centauri,1
errónea,19267,884,errónea,1
fire,19268,884,fire,1
beka,19270,884,beka,1
partícula,19272,884,partícula,1
extremas,19276,883,extremas,1
festivo,19278,1533,festivo|festivos|festiva,3
cesto,19279,883,cesto,1
parecéis,19280,883,parecéis,1
dique,19281,1172,dique|diques,2
gras,19282,883,gras,1
moralmente,19283,883,moralmente,1
utilizo,19285,883,utilizo,1
golpéalo,19288,883,golpéalo,1
jugoso,19290,1913,jugoso|jugosa|jugosos|jugosas,4
arriesgó,19291,883,arriesgó,1
fundamento,19294,1483,fundamento|fundamentos,2
guarro,19295,1590,guarra|guarro|guarras,3
espérenme,19296,882,espérenme,1
espontáneo,19297,882,espontáneo,1
guíe,19298,882,guíe,1
fulano,19299,1966,fulana|fulano|fulanas,3
golpees,19300,882,golpees,1
ramona,19302,882,ramona,1
largarte,19304,882,largarte,1
pudín,19305,882,pudín,1
bleep,19306,882,bleep,1
hyuk,19307,882,hyuk,1
manu,19308,882,manu,1
contraste,19310,882,contraste,1
metano,19312,881,metano,1
cocido,19313,1203,cocido|cocidos,2
direccion,19314,881,direccion,1
santificar,19315,881,santificado,1
sucesivamente,19316,881,sucesivamente,1
magda,19317,881,magda,1
abadía,19320,881,abadía,1
acordó,19322,880,acordó,1
entregarse,19323,880,entregarse,1
marple,19324,880,marple,1
foyle,19325,880,foyle,1
rain,19326,1697,raines|rain,2
detonación,19327,880,detonación,1
saludarte,19329,880,saludarte,1
moco,19330,1736,mocos|moco,2
vigilaré,19331,880,vigilaré,1
taquicardia,19332,880,taquicardia,1
desodorante,19333,880,desodorante,1
pagarles,19334,880,pagarles,1
vikingo,19338,1750,vikingos|vikingo|vikinga,3
relevancia,19339,879,relevancia,1
gratificante,19341,879,gratificante,1
sunset,19343,879,sunset,1
stand,19344,879,stand,1
fiasco,19345,879,fiasco,1
activó,19346,879,activó,1
permitirle,19347,879,permitirle,1
humildemente,19348,879,humildemente,1
ahogarse,19349,879,ahogarse,1
defectuoso,19350,1736,defectuoso|defectuosa|defectuosos,3
ceguera,19351,879,ceguera,1
señaló,19353,878,señaló,1
cabecera,19354,878,cabecera,1
buscaría,19355,878,buscaría,1
bastidor,19356,878,bastidores,1
probarme,19357,878,probarme,1
extendió,19358,878,extendió,1
procesión,19359,878,procesión,1
poole,19360,878,poole,1
channing,19361,878,channing,1
bradford,19362,878,bradford,1
estallido,19364,1094,estallido|estallidos,2
clínicas,19366,877,clínicas,1
lestrade,19367,877,lestrade,1
arreglarla,19368,877,arreglarla,1
persuadir,19370,1175,persuadir|persuadido,2
mtv,19371,877,mtv,1
hendrix,19372,877,hendrix,1
levantamiento,19373,877,levantamiento,1
echarnos,19374,877,echarnos,1
paladar,19376,877,paladar,1
chorro,19378,1406,chorro|chorros,2
curiosamente,19379,877,curiosamente,1
tropezó,19380,877,tropezó,1
ría,19381,877,ría,1
convencerle,19382,876,convencerle,1
conseguirán,19383,876,conseguirán,1
ephram,19384,876,ephram,1
caseta,19385,876,caseta,1
escaneo,19386,1119,escaneo|escaneos,2
guillotina,19387,876,guillotina,1
woman,19388,875,woman,1
deducir,19389,2527,deducir|deduzco|deducido|deduje|deduce|dedujo,6
irónicamente,19393,875,irónicamente,1
energética,19395,875,energética,1
wilbur,19396,875,wilbur,1
mejoró,19397,875,mejoró,1
terrorífico,19402,875,terrorífico,1
vandalismo,19404,874,vandalismo,1
feel,19405,874,feel,1
titulo,19407,874,titulo,1
diverso,19408,1702,diversas|diversos,2
intencionalmente,19410,874,intencionalmente,1
nebulosa,19411,874,nebulosa,1
hinchazón,19412,874,hinchazón,1
marin,19413,874,marin,1
acompañantes,19414,874,acompañantes,1
conveniencia,19416,874,conveniencia,1
derrumbó,19417,874,derrumbó,1
brandt,19418,874,brandt,1
motivar,19419,1767,motivado|motivada|motivados|motivar,4
pandillero,19420,1650,pandilleros|pandillero,2
proporciones,19421,874,proporciones,1
capturó,19423,873,capturó,1
secar,19424,2148,secar|seque|secando|secan,4
bombardear,19425,2809,bombardear|bombardeado|bombardearon|bombardeando|bombardean|bombardeada|bombardeados,7
matarías,19428,873,matarías,1
intensamente,19429,873,intensamente,1
ninjas,19431,873,ninjas,1
apoyó,19435,873,apoyó,1
privilegiado,19437,1689,privilegiada|privilegiado|privilegiados,3
sabine,19438,873,sabine,1
involucrarte,19439,873,involucrarte,1
embustero,19440,1090,embustero|embustera,2
infraestructura,19441,873,infraestructura,1
insinúa,19442,872,insinúa,1
newark,19443,872,newark,1
patti,19444,872,patti,1
estalla,19445,872,estalla,1
apuñalar,19446,872,apuñalar,1
debi,19448,872,debi,1
almendra,19449,1193,almendras|almendra,2
bucle,19450,872,bucle,1
eisenhower,19451,872,eisenhower,1
liquidar,19453,1318,liquidar|liquidado,2
paranormal,19454,1228,paranormal|paranormales,2
agita,19455,872,agita,1
afición,19456,872,afición,1
tardo,19457,872,tardo,1
milagroso,19459,1636,milagroso|milagrosa,2
discúlpenos,19460,871,discúlpenos,1
campañas,19462,871,campañas,1
carino,19463,871,carino,1
concreta,19464,871,concreta,1
ceño,19465,871,ceño,1
largaos,19467,871,largaos,1
fotográfica,19468,871,fotográfica,1
four,19470,871,four,1
estrangular,19472,2895,estrangulada|estrangulado|estrangular|estrangulando|estrangularon,5
dunham,19473,870,dunham,1
moveré,19474,870,moveré,1
very,19476,870,very,1
orador,19477,870,orador,1
recuperarte,19478,870,recuperarte,1
milly,19483,870,milly,1
sacudida,19485,1184,sacudida|sacudidas,2
avergonzarme,19487,869,avergonzarme,1
severamente,19488,869,severamente,1
palillo,19489,1411,palillos|palillo,2
turtle,19490,869,turtle,1
swift,19491,869,swift,1
impedido,19492,869,impedido,1
mátenlo,19493,869,mátenlo,1
estropeó,19496,869,estropeó,1
robarlo,19497,868,robarlo,1
ex-marido,19499,868,ex-marido,1
bañarme,19500,868,bañarme,1
barlow,19502,868,barlow,1
paradoja,19503,868,paradoja,1
ampolla,19504,1527,ampollas|ampolla,2
priscilla,19507,868,priscilla,1
empatar,19509,1323,empatados|empatado|empatar,3
quitarnos,19512,868,quitarnos,1
pétalos,19513,867,pétalos,1
predicción,19514,867,predicción,1
manantial,19515,867,manantial,1
exterminar,19516,1343,exterminar|exterminados|exterminado,3
joyero,19517,867,joyero,1
basándose,19518,867,basándose,1
emborracharme,19519,867,emborracharme,1
tranquilizante,19521,1667,tranquilizante|tranquilizantes,2
merecías,19523,867,merecías,1
selfridge,19525,867,selfridge,1
xxi,19526,867,xxi,1
ilustre,19528,1136,ilustre|ilustres,2
weber,19529,867,weber,1
especializar,19530,1737,especializado|especializada|especializados,3
jaffa,19531,867,jaffa,1
atacará,19532,866,atacará,1
gráficos,19533,866,gráficos,1
cincinnati,19534,866,cincinnati,1
maja,19535,866,maja,1
frankfurt,19537,866,frankfurt,1
entristecer,19538,866,entristece,1
escapará,19539,866,escapará,1
baya,19542,866,bayas,1
mirate,19543,866,mirate,1
rinoceronte,19544,1159,rinoceronte|rinocerontes,2
enfríe,19545,866,enfríe,1
ruiseñor,19546,866,ruiseñor,1
busto,19547,866,busto,1
británicas,19549,865,británicas,1
clandestino,19550,2234,clandestino|clandestina|clandestinos|clandestinas,4
topanga,19551,865,topanga,1
supéralo,19552,865,supéralo,1
wilcox,19553,865,wilcox,1
poseída,19554,865,poseída,1
storm,19557,865,storm,1
guardes,19559,865,guardes,1
solemnemente,19560,865,solemnemente,1
sms,19561,865,sms,1
room,19562,865,room,1
salías,19563,865,salías,1
anticipación,19565,865,anticipación,1
jala,19566,865,jala,1
movámonos,19567,865,movámonos,1
deseé,19568,865,deseé,1
cobró,19569,865,cobró,1
metralla,19572,864,metralla,1
reuben,19573,864,reuben,1
quot,19574,864,quot,1
refinado,19575,1098,refinado|refinados,2
despiértate,19577,864,despiértate,1
dickens,19579,864,dickens,1
compartimiento,19580,864,compartimiento,1
cabal,19581,1055,cabales|cabal,2
cuadrilla,19582,864,cuadrilla,1
inclinar,19583,2223,inclinado|inclinada|inclinar|inclinan|incline,5
pondrías,19584,863,pondrías,1
accion,19585,863,accion,1
quejó,19587,863,quejó,1
derramó,19588,863,derramó,1
kiss,19589,863,kiss,1
thelma,19591,863,thelma,1
marla,19592,863,marla,1
quererlo,19593,863,quererlo,1
deténte,19594,863,deténte,1
dustin,19596,863,dustin,1
alcoba,19597,863,alcoba,1
babilonio,19599,863,babilonia,1
arreglarte,19600,863,arreglarte,1
mandarte,19601,863,mandarte,1
fuésemos,19603,862,fuésemos,1
disculpeme,19604,862,disculpeme,1
opinion,19605,862,opinion,1
respetuoso,19606,1519,respetuoso|respetuosa|respetuosos,3
odo,19608,862,odo,1
buscándome,19610,862,buscándome,1
pijo,19611,1196,pija|pijo,2
winslow,19613,862,winslow,1
gentileza,19614,862,gentileza,1
aumentó,19615,862,aumentó,1
brownies,19616,862,brownies,1
relativo,19617,1618,relativo|relativa|relativos,3
temerario,19618,1329,temerario|temeraria,2
emplear,19620,1343,emplear|emplean|empleando,3
electricista,19622,861,electricista,1
diseñé,19623,861,diseñé,1
listillo,19624,861,listillo,1
indigno,19625,861,indigno,1
philadelphia,19628,861,philadelphia,1
fleischman,19629,861,fleischman,1
aventurero,19631,1592,aventurero|aventurera|aventureros,3
obsesivo,19632,1310,obsesivo|obsesiva,2
obsceno,19634,1802,obsceno|obscena|obscenas|obscenos,4
lograré,19635,861,lograré,1
maestría,19636,861,maestría,1
yan,19638,861,yan,1
putita,19642,860,putita,1
pin,19643,860,pin,1
compasivo,19644,1353,compasivo|compasiva,2
patéticos,19645,860,patéticos,1
molestaré,19647,860,molestaré,1
llévalos,19648,860,llévalos,1
abrirme,19650,860,abrirme,1
abrumador,19651,1468,abrumador|abrumadora,2
aceleración,19653,859,aceleración,1
martinis,19654,859,martinis,1
escote,19656,859,escote,1
boludo,19657,859,boludo,1
eiffel,19658,859,eiffel,1
cavidad,19660,1150,cavidad|cavidades,2
avíseme,19661,859,avíseme,1
mcqueen,19662,859,mcqueen,1
haznos,19663,859,haznos,1
alivia,19664,859,alivia,1
repulsivo,19665,1192,repulsivo|repulsiva,2
mátalos,19666,859,mátalos,1
felíz,19667,859,felíz,1
sostenlo,19669,859,sostenlo,1
durant,19670,859,durant,1
normandía,19671,859,normandía,1
penetración,19672,859,penetración,1
decision,19675,858,decision,1
palito,19676,1420,palitos|palito,2
juzgo,19679,858,juzgo,1
prescripción,19680,858,prescripción,1
lastimaría,19681,858,lastimaría,1
ulises,19682,858,ulises,1
asfalto,19683,858,asfalto,1
asesinas,19684,858,asesinas,1
emparedado,19687,1324,emparedado|emparedados,2
bartlett,19689,858,bartlett,1
seguías,19690,858,seguías,1
heinrich,19691,858,heinrich,1
innumerable,19692,858,innumerables,1
arriesgas,19693,857,arriesgas,1
imparable,19694,1065,imparable|imparables,2
potro,19696,1052,potro|potros,2
pudrir,19697,3983,pudra|podras|podra|pudre|pudriendo|pudran|pudras|pudrir|pudren,9
snake,19698,857,snake,1
armand,19700,857,armand,1
informo,19701,857,informo,1
olé,19702,857,olé,1
flexiones,19705,857,flexiones,1
infidelidad,19706,857,infidelidad,1
recé,19708,857,recé,1
educativo,19709,1199,educativo|educativa,2
ajeno,19710,2565,ajeno|ajena|ajenos|ajenas,4
contestaré,19711,856,contestaré,1
guiado,19713,1223,guiado|guiados,2
carey,19714,856,carey,1
asesiné,19718,856,asesiné,1
túnica,19721,856,túnica,1
largarse,19722,856,largarse,1
artritis,19723,856,artritis,1
cacharro,19725,1107,cacharro|cacharros,2
aparentar,19726,855,aparentar,1
chul,19727,855,chul,1
davy,19728,855,davy,1
perdonaría,19729,855,perdonaría,1
lanzo,19730,855,lanzo,1
chinatown,19734,855,chinatown,1
elogio,19736,1679,elogio|elogios,2
elton,19737,855,elton,1
tardanza,19739,855,tardanza,1
asesores,19741,855,asesores,1
favorecer,19742,1504,favorece|favorecer|favorecen|favorecido,4
leila,19743,854,leila,1
aquéllos,19745,854,aquéllos,1
entraría,19746,854,entraría,1
podre,19748,854,podre,1
nevar,19749,1777,nevando|nevar|nieva,3
yolanda,19751,854,yolanda,1
edo,19752,854,edo,1
renée,19753,854,renée,1
sentirán,19754,854,sentirán,1
infalible,19757,854,infalible,1
marcharé,19758,854,marcharé,1
démelo,19759,853,démelo,1
helio,19760,853,helio,1
krusty,19761,853,krusty,1
lip,19762,853,lip,1
muéstrate,19763,853,muéstrate,1
cómic,19764,853,cómic,1
pong,19765,853,pong,1
cantinero,19766,853,cantinero,1
beisbol,19767,853,beisbol,1
respetas,19769,853,respetas,1
investigó,19770,853,investigó,1
cosméticos,19772,853,cosméticos,1
rouge,19773,853,rouge,1
precipitado,19774,853,precipitado,1
puñal,19778,853,puñal,1
dañó,19780,852,dañó,1
conversión,19782,852,conversión,1
resistió,19785,852,resistió,1
hermosura,19787,852,hermosura,1
romperlo,19788,852,romperlo,1
caverna,19790,1603,caverna|cavernas,2
místico,19792,852,místico,1
tentar,19793,2345,tentado|tentar|tientes|tentada|tentando,5
rockefeller,19794,852,rockefeller,1
acompañarla,19795,852,acompañarla,1
surfear,19796,1109,surfear|surfeando,2
esperándolo,19797,852,esperándolo,1
acuático,19798,852,acuático,1
retrasa,19799,852,retrasa,1
inexplicable,19800,1268,inexplicable|inexplicables,2
costello,19801,851,costello,1
inframundo,19802,851,inframundo,1
deberian,19803,851,deberian,1
ágil,19804,851,ágil,1
ching,19806,851,ching,1
fideicomiso,19807,851,fideicomiso,1
confiaría,19808,851,confiaría,1
fae,19809,851,fae,1
levantarlo,19810,851,levantarlo,1
dotar,19811,1501,dotado|dotada|dotados,3
realización,19812,851,realización,1
burgess,19813,851,burgess,1
carlson,19814,851,carlson,1
divorciar,19815,3296,divorciar|divorciaron|divorciando|divorciamos|divorciaste|divorcian,6
granito,19818,851,granito,1
quark,19819,850,quark,1
conoceré,19821,850,conoceré,1
vinny,19822,850,vinny,1
cogerle,19824,850,cogerle,1
ex-mujer,19825,850,ex-mujer,1
arruinaría,19828,850,arruinaría,1
bessie,19831,850,bessie,1
talismán,19832,850,talismán,1
devuélvelo,19833,850,devuélvelo,1
antelación,19834,850,antelación,1
centinela,19835,1549,centinela|centinelas,2
roles,19836,850,roles,1
combinado,19837,1265,combinado|combinados,2
específicas,19838,850,específicas,1
chefs,19840,850,chefs,1
proposito,19841,850,proposito,1
hematoma,19843,1438,hematoma|hematomas,2
segmento,19847,1127,segmento|segmentos,2
embrague,19848,849,embrague,1
sim,19849,849,sim,1
hell,19850,849,hell,1
preocupé,19852,849,preocupé,1
lyla,19853,849,lyla,1
pelado,19854,1045,pelado|pelados,2
resentido,19855,1316,resentido|resentida,2
presumido,19856,1237,presumido|presumida,2
pulg,19859,849,pulg,1
bernardo,19860,849,bernardo,1
meterá,19861,849,meterá,1
halo,19864,848,halo,1
antaño,19865,848,antaño,1
seductor,19866,1427,seductor|seductora,2
jaqueca,19867,1261,jaqueca|jaquecas,2
alcanzarlo,19871,848,alcanzarlo,1
descubrirás,19873,848,descubrirás,1
suicidarte,19875,848,suicidarte,1
aaah,19877,848,aaah,1
quejándose,19878,848,quejándose,1
narcisista,19880,847,narcisista,1
arriesgaría,19881,847,arriesgaría,1
abuelito,19882,847,abuelito,1
bev,19884,847,bev,1
lidia,19885,847,lidia,1
spider,19887,847,spider,1
flo,19888,847,flo,1
lost,19890,847,lost,1
aguantará,19891,847,aguantará,1
causarle,19892,847,causarle,1
arañazos,19893,847,arañazos,1
indonesio,19896,847,indonesia,1
idéntica,19897,846,idéntica,1
contrabandista,19898,1621,contrabandista|contrabandistas,2
agárrenlo,19899,846,agárrenlo,1
reconciliación,19900,846,reconciliación,1
lan,19901,846,lan,1
sentís,19903,846,sentís,1
charly,19904,846,charly,1
cruise,19905,846,cruise,1
cochecito,19906,846,cochecito,1
mellie,19907,846,mellie,1
llamativo,19908,1392,llamativo|llamativa|llamativos,3
peel,19909,846,peel,1
autógrafos,19912,845,autógrafos,1
erich,19913,845,erich,1
desastroso,19914,1283,desastroso|desastrosa,2
localizarlo,19915,845,localizarlo,1
lamentarás,19916,845,lamentarás,1
puñaladas,19917,845,puñaladas,1
céntrate,19919,845,céntrate,1
sarpullido,19920,845,sarpullido,1
senior,19921,845,senior,1
quincy,19922,845,quincy,1
poético,19923,844,poético,1
consumidor,19924,1608,consumidor|consumidores,2
